,momfinal,pricemafinal,vixfinal,compound,googlefinal,gfi,buy,sell
2018-05-01 00:00:00,0.5989792913112973,1.0,0.29426284173547446,0.0,0.8107235473520946,54.07931360797733,False,False
2018-05-01 01:00:00,0.49166450281548746,1.0,0.657116011529079,0.0,0.6669440960395486,56.3144922076823,False,False
2018-05-01 02:00:00,0.698583825634861,1.0,0.31009463125225134,0.0,0.4158053695924031,48.48967652959031,False,False
2018-05-01 03:00:00,0.8456402545216877,1.0,0.26662835702916804,0.0,0.5031050242841317,52.30747271669974,False,False
2018-05-01 04:00:00,0.9850011062075816,1.0,0.1757853700960379,0.0,0.5489832426763365,54.19539437959913,False,False
2018-05-01 05:00:00,0.9975323270315619,1.0,0.08872101764351138,0.0,0.17287455485394332,45.18255799058034,False,False
2018-05-01 06:00:00,1.0,0.8569431748988525,0.30495521810751286,0.1126314242020079,0.0,45.49059634416747,False,False
2018-05-01 07:00:00,1.0,0.7419187727161859,0.27390027131768413,0.1532521836547409,0.0,43.38142455377222,False,False
2018-05-01 08:00:00,1.0,0.5694924759630655,0.37936819644658276,0.0,0.32867501834694157,45.5507138151318,False,False
2018-05-01 09:00:00,0.9397380716653044,0.4265842895584911,1.0,0.0,0.43980675772739286,56.12258237902377,False,False
2018-05-01 10:00:00,1.0,0.6800249413315819,0.31178993779299435,0.0,0.20127917847031518,43.86188115189783,False,False
2018-05-01 11:00:00,1.0,0.5486738457937936,0.42198207858939774,0.012424663387290018,0.0,39.66161175540962,False,False
2018-05-01 12:00:00,0.7852872309265452,0.6757437974011079,1.0,0.21024153642177096,0.0,53.42545129498848,False,False
2018-05-01 13:00:00,1.0,0.8770695748964503,0.3608634258576677,0.1922495267840749,0.0,48.60365055076386,False,False
2018-05-01 14:00:00,1.0,0.8425309337955257,0.0,0.28530360773945984,0.25660008899026504,47.688692610505015,False,False
2018-05-01 15:00:00,1.0,0.7630538805835545,0.0,0.1353508134823563,0.35630676688566837,45.094229219031575,False,False
2018-05-01 16:00:00,1.0,0.6583417576983097,0.0456125843367548,0.0,0.36104986921346544,41.3000842249706,False,False
2018-05-01 17:00:00,1.0,0.5402688919366224,0.0027940509374082675,0.0,0.5465087404787605,41.791433667055834,False,False
2018-05-01 18:00:00,1.0,0.4711908584808437,0.12333355008054057,0.0,0.695176397181233,45.79401611485235,False,False
2018-05-01 19:00:00,1.0,0.5602175755351659,0.0,0.10568806696305708,0.4760388661103991,42.83889017217244,False,False
2018-05-01 20:00:00,1.0,0.5355926639904611,0.0,0.17827229620620327,0.19806479846610295,38.238595173255355,False,False
2018-05-01 21:00:00,1.0,0.0,0.13334154687113592,0.10834732996368464,0.547217848756941,35.77813451183523,False,False
2018-05-01 22:00:00,1.0,0.018111483489157438,0.3632552180307245,0.0,0.40511436551097707,35.72962134061718,False,False
2018-05-01 23:00:00,1.0,0.30746270327427516,0.49630109023296054,0.08633933924051652,0.0,37.802062654955044,False,False
2018-05-02 00:00:00,1.0,0.07750987834809808,0.3238920917110146,0.4500678704014694,0.0,37.02939680921164,False,False
2018-05-02 01:00:00,1.0,0.7029699195266855,0.06724729182648431,0.4152053755734825,0.0,43.70845173853304,False,False
2018-05-02 02:00:00,0.4662434579881323,0.27769290785258344,0.0,0.17287023429579962,1.0,38.3361320027303,False,False
2018-05-02 03:00:00,1.0,0.6282129816153315,0.0,0.8976428946384983,0.38521176531980356,58.22135283147267,False,False
2018-05-02 04:00:00,1.0,0.0,0.057228887001406055,0.24769756897273892,0.04724227126680545,27.04337454481901,True,False
2018-05-02 05:00:00,1.0,0.0,0.4865038291232614,0.5493363966436092,0.7617522017774256,55.95184855088593,False,False
2018-05-02 06:00:00,0.5366818238344846,0.0,1.0,0.33071517634759423,0.9051797939198254,55.45153588203809,False,False
2018-05-02 07:00:00,0.35359037990799164,0.0,0.8131897150948696,0.10341189302309362,1.0,45.4038397605191,False,False
2018-05-02 08:00:00,0.24114483106599185,0.0,0.8390327416764941,0.4455334716478611,1.0,50.51422088780695,False,False
2018-05-02 09:00:00,0.09559492782692755,0.0,0.32625002981541595,0.1447840923061585,1.0,31.332580998970037,False,False
2018-05-02 10:00:00,0.0,0.21365946411517509,1.0,0.1147866710897978,0.3721807184996736,34.012537074092926,False,False
2018-05-02 11:00:00,0.0,0.2808682808984149,1.0,0.30652077822635515,0.3728272086959859,39.20432535641511,False,False
2018-05-02 12:00:00,0.0,0.2629226095858243,1.0,0.34037850946641013,0.648100620404466,45.02803478913401,False,False
2018-05-02 13:00:00,0.0,0.11545748674753431,0.18097071259050346,0.6075315122857461,1.0,38.07919423247568,False,False
2018-05-02 14:00:00,0.10677578021991492,0.46745678042059263,0.0,0.4675906969920087,1.0,40.83646515265033,False,False
2018-05-02 15:00:00,0.14293619834056998,1.0,0.0,0.6779889388839444,0.8592389131711867,53.60328100791401,False,False
2018-05-02 16:00:00,0.04090191702425173,1.0,0.0,0.13209833795606846,0.5894143308665489,35.24829171693739,False,False
2018-05-02 17:00:00,0.0,1.0,0.5909685281133914,0.07789228054156633,0.3681815762735083,40.74084769856932,False,False
2018-05-02 18:00:00,0.5730701152061041,0.8639960964399789,0.4655008849057763,0.0,1.0,58.05134193103718,False,False
2018-05-02 19:00:00,0.5368371510719333,0.3006060969888538,1.0,0.0,0.4423459650768345,45.59578426275244,False,False
2018-05-02 20:00:00,0.7955634365685189,1.0,0.7760659770211116,0.31959317229515627,0.0,57.82445171769574,False,False
2018-05-02 21:00:00,0.47094654271920544,1.0,0.0,0.09843047858136482,0.41366558520724395,39.66085213015628,False,False
2018-05-02 22:00:00,0.6866877244967188,1.0,0.0,0.19877889890035857,0.5421453119729469,48.55223870740048,False,False
2018-05-02 23:00:00,0.8019454399918616,1.0,0.0,0.050678252534223533,0.661338414956591,50.27924214965351,False,False
2018-05-03 00:00:00,1.0,0.8463943997760895,0.0,0.1493678500830762,0.05696591096960123,41.05456321657533,False,False
2018-05-03 01:00:00,1.0,0.7790269155068824,0.0066558800999110485,0.0,0.14325530245899856,38.57876196131584,False,False
2018-05-03 02:00:00,0.858712928879756,0.620281467243531,0.025633895937761702,0.0,1.0,50.092565841220974,False,False
2018-05-03 03:00:00,1.0,0.7741711797496639,0.09099497404458265,0.0,0.7640574819195896,52.58447271427672,False,False
2018-05-03 04:00:00,1.0,0.8104679261837618,0.6271783962792812,0.0,0.22787281087282346,53.310382666717324,False,False
2018-05-03 05:00:00,1.0,0.7099971980900358,0.7252402151511034,0.0,0.05985005596517665,49.90174938412631,False,False
2018-05-03 06:00:00,1.0,0.43999760905001933,0.5319014687499133,0.14185844178070192,0.0,42.27515039161269,False,False
2018-05-03 07:00:00,1.0,0.5247241877739719,0.5386886837349596,0.0,0.4016255806143765,49.30076904246615,False,False
2018-05-03 08:00:00,1.0,0.5316733735705407,0.6459244121664899,0.0,0.43050657122491703,52.162087139238956,False,False
2018-05-03 09:00:00,1.0,0.32656812979465266,0.6229886980907623,0.0,0.34405305114464846,45.872197580601274,False,False
2018-05-03 10:00:00,1.0,0.4626617938659795,0.8039170140866289,0.0,0.2548046228647726,50.42766861634762,False,False
2018-05-03 11:00:00,1.0,0.1387102637537131,0.49186489872265515,0.0,0.13375384120067274,35.28658007354082,False,False
2018-05-03 12:00:00,1.0,0.6742455875970785,0.0,0.31354909472217574,0.01610226926727643,40.077939031730615,False,False
2018-05-03 13:00:00,0.3895978342098371,0.500702302827642,1.0,0.019401676096874928,0.0,38.19403626268708,False,False
2018-05-03 14:00:00,0.36937424053833284,0.6315690379862676,1.0,0.0,0.13529970807087768,42.72485973190956,False,False
2018-05-03 15:00:00,0.7284396692512612,1.0,0.0,0.11633886569615093,0.20203401625142642,40.93625102397677,False,False
2018-05-03 16:00:00,0.7650680591887258,1.0,0.0,0.07007641474322443,0.024304821233464783,37.1889859033083,False,False
2018-05-03 17:00:00,0.5384053348286166,1.0,0.4492728064014728,0.0,0.4295488623872351,48.34454007234649,False,False
2018-05-03 18:00:00,0.6496091740906577,1.0,0.3791802109300376,0.0,0.7052973898353192,54.681735497120286,False,False
2018-05-03 19:00:00,0.7539681253873649,1.0,0.25016862060612816,0.0,0.5580220131693583,51.24317518325703,False,False
2018-05-03 20:00:00,0.9762636608289118,1.0,0.3773626666442477,0.0,0.7064590230719856,61.201707010902894,False,True
2018-05-03 21:00:00,0.9701862864635199,1.0,0.10310067415802167,0.0,0.8751007738193431,58.9677546888177,False,False
2018-05-03 22:00:00,1.0,0.8514693450138804,0.18354936485743065,0.0,0.715041614988453,55.00120649719528,False,False
2018-05-03 23:00:00,0.9791198935851114,1.0,0.3748892160069608,0.0,0.9121817467496902,65.32381712683527,False,True
2018-05-04 00:00:00,1.0,0.6326670663869413,0.9662140752911776,0.0,0.36080592224608543,59.19374127848409,False,False
2018-05-04 01:00:00,1.0,0.6537333115063362,0.7270136891891812,0.0,0.09857906873763846,49.586521388663115,False,False
2018-05-04 02:00:00,1.0,0.6715342091720883,0.4602589074553035,0.0,0.19456470600858375,46.52715645271951,False,False
2018-05-04 03:00:00,1.0,0.5869834899658491,0.2074731446603137,0.0,0.3180010432357031,42.24915355723732,False,False
2018-05-04 04:00:00,1.0,0.6758075874229975,0.0,0.33778638226379437,0.4030673420946385,48.33322623562861,False,False
2018-05-04 05:00:00,1.0,0.498689275098269,0.0,0.035620960553658695,0.14205914516071458,33.52738761625284,False,False
2018-05-04 06:00:00,1.0,0.6104177712748214,0.07202083529705898,0.247203110270117,0.0,38.59283433683995,False,False
2018-05-04 07:00:00,1.0,0.707940247076813,0.7561673463208372,0.1303022036548885,0.0,51.888195941050775,False,False
2018-05-04 08:00:00,1.0,0.8996508636093025,0.9774487308289638,0.23606206190769727,0.0,62.26323312691927,False,True
2018-05-04 09:00:00,0.8133575748947894,0.5257186447812331,1.0,0.035832277936836944,0.0,47.498169952257186,False,False
2018-05-04 10:00:00,1.0,0.7911014662571257,0.35094058691053526,0.29315647684435947,0.0,48.7039706002404,False,False
2018-05-04 11:00:00,1.0,0.6672353019266616,0.6804256107956825,0.32524703420079903,0.0,53.458158938462866,False,False
2018-05-04 12:00:00,1.0,0.839343775204099,0.0944033891447302,0.22175928849398463,0.0,43.11012905685628,False,False
2018-05-04 13:00:00,1.0,0.6680582223121679,0.0,0.010362586975020677,0.027268245026328387,34.113781086270336,False,False
2018-05-04 14:00:00,1.0,0.5090241838633267,0.0,0.3228271516817577,0.4269842123302879,45.176710957507446,False,False
2018-05-04 15:00:00,1.0,0.4565856124903735,0.0,0.27774708028865003,0.58964924858396,46.47963882725968,False,False
2018-05-04 16:00:00,1.0,0.35307477875289445,0.0,0.016087312040427876,0.5965835271138422,39.314912358143296,False,False
2018-05-04 17:00:00,1.0,0.3712157155216429,0.0,0.20057260355868334,0.7453063460725077,46.34189330305668,False,False
2018-05-04 18:00:00,0.6870761981162468,0.0,1.0,0.1332788793604407,0.35481121117013015,43.50332577293635,False,False
2018-05-04 19:00:00,0.5842046054028709,0.08010328070191945,1.0,0.0,0.08952060259742779,35.076569774044366,False,False
2018-05-04 20:00:00,0.6397075501657238,0.32068268699024377,1.0,0.3338227162951129,0.0,45.88425906902162,False,False
2018-05-04 21:00:00,1.0,0.5049117470519024,0.03826252296526191,0.0,0.025754914978638962,31.378583699916067,False,False
2018-05-04 22:00:00,1.0,0.49011413919812985,0.6319619191126412,0.22770457195183033,0.0,46.995612605252035,False,False
2018-05-04 23:00:00,0.8409940931851658,0.5361549099046202,1.0,0.15275240208107038,0.0,50.59802810341713,False,False
2018-05-05 00:00:00,1.0,0.8849840294109446,0.7246874134692873,0.6521964498809962,0.0,65.23735785522456,False,True
2018-05-05 01:00:00,0.9971708758833184,0.8003347487106108,1.0,0.6479177859545977,0.0,68.90846821097053,False,True
2018-05-05 02:00:00,0.6224043066897915,1.0,0.0,0.41511383855644707,0.14762509002735089,43.70286470547179,False,False
2018-05-05 03:00:00,0.6529576349489128,1.0,0.0,0.21602778252008034,0.2032588945777932,41.44488624093572,False,False
2018-05-05 04:00:00,0.7073893073714119,1.0,0.188866511994459,0.0,0.5599798773822887,49.1247139349632,False,False
2018-05-05 05:00:00,0.8735686640321906,1.0,0.5457629852581983,0.2082589395669644,0.0,52.55181177714707,False,False
2018-05-05 06:00:00,1.0,0.7586457274679096,0.5038472106177759,0.6928268099610564,0.0,59.106394960934836,False,False
2018-05-05 07:00:00,0.2956438079004284,0.09322614151579112,0.0,0.373857085280205,1.0,35.25454069392849,False,False
2018-05-05 08:00:00,0.0,0.22352476563501278,0.6059927671044191,,1.0,45.737938318485796,False,False
2018-05-05 09:00:00,0.37896388517681145,0.8029379323309902,0.4281627124877733,0.0,1.0,52.2012905999115,False,False
2018-05-05 10:00:00,0.3911515402023262,1.0,0.3512709123332678,0.027794219946308624,0.0,35.40433344963805,False,False
2018-05-05 11:00:00,0.6138034662362698,1.0,0.035370897843191466,0.0,0.29150584721516337,38.8136042258925,False,False
2018-05-05 12:00:00,0.3341783731049678,1.0,0.0,0.025081649011132343,0.1672498564646635,30.53019757161527,False,False
2018-05-05 13:00:00,0.47703596785335484,1.0,0.1688394723319867,0.08505062142249484,0.0,34.61852123215673,False,False
2018-05-05 14:00:00,0.5495626650764293,1.0,0.46201742470332335,0.13589032153254188,0.0,42.94940822624589,False,False
2018-05-05 15:00:00,0.6725509918719902,1.0,0.35473433232379453,0.0528029600804149,0.0,41.601765685523986,False,False
2018-05-05 16:00:00,1.0,0.7974631212246835,0.0,0.5434915840825377,0.5289823100002451,57.398740306149335,False,False
2018-05-05 17:00:00,1.0,0.7906761547140487,0.0,0.157885190065232,0.6202079498929166,51.37538589344395,False,False
2018-05-05 18:00:00,1.0,0.0,0.07309265878776368,0.21391187230702569,0.7717883008138867,41.17585663817353,False,False
2018-05-05 19:00:00,0.9521884205133287,0.0,0.2491896877995054,0.07904447778016217,1.0,45.60845172185992,False,False
2018-05-05 20:00:00,0.47209573177084396,1.0,0.0,0.30345411824969837,0.3257603805492592,42.026204611396025,False,False
2018-05-05 21:00:00,0.2685082083263345,1.0,0.0,0.4224748844224962,0.18952003725625585,37.61006260010173,False,False
2018-05-05 22:00:00,0.0,1.0,0.29875394074212963,0.6481820196223742,0.6367936492596294,51.67459219248267,False,False
2018-05-05 23:00:00,0.38095512188405384,1.0,0.0,0.5006596212227004,0.21557005515454117,41.9436959652259,False,False
2018-05-06 00:00:00,0.0,0.050073678286016846,1.0,0.004006268766713233,0.9738393135659554,40.55838521237371,False,False
2018-05-06 00:00:00,0.0,0.02910069807974798,0.5811575876956177,0.00232827349212336,1.0,32.25173118534978,False,False
2018-05-06 01:00:00,0.0675366420713557,0.14095627252662174,0.46380082731446964,0.0,1.0,33.44587483824894,False,False
2018-05-06 02:00:00,0.2887812088940528,0.0,0.4455425326198255,0.2337706559841034,1.0,39.36188794995964,False,False
2018-05-06 03:00:00,0.43679909748032414,0.0,0.17489029601664038,0.1776996009128799,1.0,35.787779888196894,False,False
2018-05-06 04:00:00,0.5930064995653417,0.17871290201606108,0.0,0.266688641705697,1.0,40.76816086574199,False,False
2018-05-06 05:00:00,0.6389316053105669,0.5691543455980206,0.0,0.023682406224133798,1.0,44.635367142654424,False,False
2018-05-06 06:00:00,0.7280113785522144,1.0,0.6761323900536185,0.0,0.3962820428516598,56.008516229149855,False,False
2018-05-06 07:00:00,1.0,0.7445892342635292,0.7999608982825873,0.0,0.9200273666929097,69.29154998478053,False,True
2018-05-06 08:00:00,1.0,0.8987858923281186,0.7743218720835273,0.0,0.7606125076692584,68.67440544161808,False,True
2018-05-06 09:00:00,1.0,0.8447276110361829,0.48035039598341134,0.0,0.6292702097191882,59.08696433477565,False,False
2018-05-06 10:00:00,1.0,0.6558486125587197,0.3115864295834579,0.0,0.6534789784162519,52.418280411168595,False,False
2018-05-06 11:00:00,1.0,0.7444036528716648,0.24004601447296955,0.0,0.618260644198688,52.05420623086645,False,False
2018-05-06 12:00:00,1.0,0.8175197608348124,0.09552105532271679,0.0,0.40709674356646225,46.40275119447983,False,False
2018-05-06 13:00:00,1.0,0.6185943509218995,0.34733516879963267,0.0,0.5928955076865716,51.176500548162075,False,False
2018-05-06 14:00:00,1.0,0.5946761288392356,0.3379609475105184,0.0,0.6009714063873633,50.67216965474234,False,False
2018-05-06 15:00:00,1.0,0.7298385682315904,0.044958463240352645,0.0,0.546983785874777,46.4356163469344,False,False
2018-05-06 16:00:00,1.0,0.5059894931758714,0.196138290875382,0.0,0.5084188345017454,44.21093237105997,False,False
2018-05-06 17:00:00,1.0,0.49106468775843787,0.0,0.14111081277463167,0.6508569334581586,45.66064867982457,False,False
2018-05-06 18:00:00,1.0,0.6543993290347313,0.02820739403374585,0.0,0.6689180411556237,47.030495284482015,False,False
2018-05-06 19:00:00,1.0,0.6855034462398919,0.0,0.16846435286631165,0.627489361682383,49.629143215771734,False,False
2018-05-06 20:00:00,1.0,0.7349972873658199,0.0,0.23783562175239323,0.513617798070206,49.72901414376838,False,False
2018-05-06 21:00:00,1.0,0.6290466929907219,0.11650020570150038,0.0,0.17323746916320065,38.375687357108454,False,False
2018-05-06 22:00:00,1.0,0.4882460516834882,0.0,0.23731042174111147,0.13147969120896802,37.14072329267136,False,False
2018-05-06 23:00:00,1.0,0.3151641505888484,0.10735116523611442,0.0,0.024533766011098586,28.940981636721226,True,False
2018-05-07 00:00:00,1.0,0.4442978962750563,0.4326852410306692,0.0,0.02035720591567279,37.94680686442796,False,False
2018-05-07 01:00:00,0.4779752285329026,0.5984473385780977,1.0,0.10537076281281868,0.0,43.63586659847638,False,False
2018-05-07 02:00:00,0.5334590491808819,0.5968012985543583,1.0,0.0,0.17994554566820636,46.204117868068934,False,False
2018-05-07 03:00:00,0.6685082097978384,0.7912433219087337,1.0,0.0,0.22804056025215222,53.75584183917448,False,False
2018-05-07 04:00:00,0.6623297635855362,0.5513005231464606,1.0,0.06784768325954643,0.0,45.62955939983085,False,False
2018-05-07 05:00:00,0.8362701496844889,0.7202657379452101,1.0,0.10445313665371772,0.0,53.21978048566833,False,False
2018-05-07 06:00:00,1.0,0.6761318430913216,0.8477124513463511,0.004502874595476566,0.0,50.56694338066298,False,False
2018-05-07 07:00:00,1.0,0.7480681467949357,0.6558860939233236,0.0,0.15084194611038756,51.095923736572935,False,False
2018-05-07 08:00:00,1.0,0.7495460393353091,0.46782454703891835,0.0,0.2203511475205809,48.754434677896164,False,False
2018-05-07 09:00:00,1.0,0.770450471462207,0.32071305237566194,0.0,0.5081504407205941,51.986279291169254,False,False
2018-05-07 10:00:00,1.0,0.8033372483539988,0.6975603574645688,0.022432038475837815,0.0,50.466592885888105,False,False
2018-05-07 11:00:00,1.0,0.7033938452139654,0.9987541753554025,0.0,0.22488787886941344,58.540717988775626,False,False
2018-05-07 12:00:00,1.0,0.7113646258218094,0.5252103198754156,0.20283985529289306,0.0,48.78829601980236,False,False
2018-05-07 13:00:00,1.0,0.8277683531740108,0.3385135642879257,0.2770287077752344,0.0,48.866212504743416,False,False
2018-05-07 14:00:00,1.0,0.7854763901613028,0.5982173917927452,0.0,0.0070378442989298155,47.814632525059565,False,False
2018-05-07 15:00:00,1.0,0.66628843631254,0.7753208932303705,0.15361254678882152,0.0,51.90443752663464,False,False
2018-05-07 16:00:00,1.0,0.4207831825273016,0.7426620876681299,0.0,0.026009179505641418,43.78908899402146,False,False
2018-05-07 17:00:00,1.0,0.4688603098058937,0.8482618879512955,0.012454627598782447,0.0,46.59153650711943,False,False
2018-05-07 18:00:00,1.0,0.440902082883435,0.7469381099285209,0.0,0.23123211348220718,48.381446125883265,False,False
2018-05-07 19:00:00,1.0,0.0,0.3329714464751854,0.04178112188657111,0.9237956681866609,45.97096473096835,False,False
2018-05-07 20:00:00,0.6526964639453254,0.0,0.12812123848363077,0.004352167061939964,1.0,35.70339738981792,False,False
2018-05-07 21:00:00,0.4427069580685986,0.0,0.23582349980931216,0.1390033500733114,1.0,36.350676159024445,False,False
2018-05-07 22:00:00,0.7119394373363657,0.6606217175570042,0.0,0.3425355157201689,1.0,54.30193341227078,False,False
2018-05-07 23:00:00,1.0,0.8310630378931583,0.0,0.2925843123117261,0.6941595116266046,56.35613723662978,False,False
2018-05-08 00:00:00,0.9663231816229421,0.5370581660936397,0.0,0.5325340684372866,1.0,60.718308323077366,False,True
2018-05-08 01:00:00,1.0,0.30557713621081906,0.0,0.26999542155166545,0.737563566819812,46.26272249164593,False,False
2018-05-08 02:00:00,1.0,0.0,0.0036518416578007118,0.37171407380515387,0.6574940766990728,40.65719984324055,False,False
2018-05-08 03:00:00,0.9909983828571874,0.041902674987873555,0.0,0.09283845085651597,1.0,42.51479017403154,False,False
2018-05-08 04:00:00,0.680059197032772,0.043219022227839236,0.0,0.21480809431446019,1.0,38.76172627150143,False,False
2018-05-08 05:00:00,0.5611968213063966,0.41673373634021665,1.0,0.0,0.30767245955438194,45.7120603440199,False,False
2018-05-08 06:00:00,0.5726587443273142,0.582526193540182,1.0,0.47760344408438127,0.0,52.655767639037556,False,False
2018-05-08 07:00:00,0.285120381854805,0.41405888873552876,1.0,0.22547579469814294,0.0,38.493101305769535,False,False
2018-05-08 08:00:00,0.5859663082502994,0.5049024432717061,0.0,0.4870907438344346,1.0,51.5591899071288,False,False
2018-05-08 09:00:00,0.3252994801865271,1.0,0.0,0.08270236897769527,0.4385313098162235,36.93066317960893,False,False
2018-05-08 10:00:00,0.40718999474987816,1.0,0.5626172603063925,0.0,0.08857142104434182,41.167573522012255,False,False
2018-05-08 11:00:00,0.36403338335889657,1.0,0.48504015650009064,0.20272073985246095,0.0,41.035885594228965,False,False
2018-05-08 12:00:00,0.27523885528688774,1.0,0.34487837617208034,0.053757631323936655,0.0,33.4774972556581,False,False
2018-05-08 13:00:00,0.48815268889512803,1.0,0.22457595726586282,0.23230813818718507,0.0,38.900735686963515,False,False
2018-05-08 14:00:00,0.6390468845118246,1.0,0.0,0.2854159996752873,0.16061556414729922,41.70156896668822,False,False
2018-05-08 15:00:00,0.5647186573377527,1.0,0.060358117199443735,0.12177253219871778,0.0,34.93698613471828,False,False
2018-05-08 16:00:00,0.7465494362588503,1.0,0.0,0.16444251862016668,0.05014745944581406,39.222788286496616,False,False
2018-05-08 17:00:00,0.8763875570825057,1.0,0.0,0.04970079049415512,0.08511851808036966,40.22413731314061,False,False
2018-05-08 18:00:00,1.0,0.8145447265298263,0.0,0.2183509683857946,0.17795600487393035,44.21703399579102,False,False
2018-05-08 19:00:00,1.0,0.5848867061780351,0.0,0.22213139838795773,0.20920743531290117,40.32451079757788,False,False
2018-05-08 20:00:00,1.0,0.7413320420419978,0.5175238903720336,0.3282285435232983,0.0,51.74168951874659,False,False
2018-05-08 21:00:00,1.0,0.6656111805927025,0.0,0.10449370338988881,0.04715241316789786,36.34514594300978,False,False
2018-05-08 22:00:00,1.0,0.4108219626188647,0.4077013149172328,0.2630850545074228,0.0,41.6321666408704,False,False
2018-05-08 23:00:00,1.0,0.42058969978602057,0.9322116507418681,0.29972434783459295,0.0,53.050513967249636,False,False
2018-05-09 00:00:00,0.9103031276848808,0.8637056997532633,0.0,0.456148000769178,1.0,64.60313656414644,False,True
2018-05-09 01:00:00,1.0,0.7567517736070085,0.0,0.2897315484805324,0.2144979857144178,45.21962615603917,False,False
2018-05-09 02:00:00,1.0,0.9089165765998819,0.0,0.39486095888818856,0.17286813907694093,49.53291349130023,False,False
2018-05-09 03:00:00,0.8899485787331598,0.9875199837791128,0.0,0.21202107035422213,1.0,61.78979265732989,False,True
2018-05-09 04:00:00,0.984591448979558,1.0,0.0,0.2815458702218747,0.6445932985857952,58.21461235574456,False,False
2018-05-09 05:00:00,1.0,0.6688467141892904,0.0,0.01252528064574517,0.04032971147889442,34.434034126278604,False,False
2018-05-09 06:00:00,1.0,0.7218886595374462,0.0,0.20158548082851965,0.5331380311054955,49.132243429429224,False,False
2018-05-09 07:00:00,1.0,0.5988727514539572,0.0,0.2876003566931658,0.8671824167594326,55.073110498131115,False,False
2018-05-09 08:00:00,0.9914979413066934,0.46259694002619417,0.0,0.25339142881572846,1.0,54.14972620297232,False,False
2018-05-09 09:00:00,0.7476380144308377,0.15086934455361037,0.1293074188295942,0.0,1.0,40.556295556280844,False,False
2018-05-09 10:00:00,1.0,0.06901972440933524,0.4045707955634582,0.0,0.8752017956882405,46.97584631322068,False,False
2018-05-09 11:00:00,0.7267375995230518,0.0050813005084753326,0.0,0.1885549253434103,1.0,38.40747650749875,False,False
2018-05-09 12:00:00,0.6713772639325413,0.4206304444403961,0.0,0.2858447095411035,1.0,47.55704835828082,False,False
2018-05-09 13:00:00,0.49602587946892257,0.4722436880957293,0.0,0.44750939539646634,1.0,48.31557925922237,False,False
2018-05-09 14:00:00,0.0,0.2829909149491777,0.04847332901200971,0.09068243674091982,1.0,28.442933614042143,True,False
